"","file","spkA","spkB","dur","dialActA2.last","dialActB2.first","A.lastResp","A.lastInit","B.firstResp","sexA","sexB","rateA","rateB","laughA","laughB"
"2207",3260,"spkr1324","spkr1188",2471,"backchannel","statement",TRUE,FALSE,FALSE,"F","M",4.27215323430552,4.54166898170502,FALSE,FALSE
"2208",3260,"spkr1188","spkr1324",-679,"statement","statement",FALSE,FALSE,FALSE,"M","F",-6.74543081650494,10.9495290814758,FALSE,FALSE
"2209",3260,"spkr1324","spkr1188",-46,"statement","backchannel",FALSE,FALSE,TRUE,"F","M",-5.10497860341815,9.38732442704879,FALSE,FALSE
"2210",3260,"spkr1188","spkr1324",170,"backchannel","statement",TRUE,FALSE,FALSE,"M","F",-4.3370167140112,-5.63451382812805,FALSE,TRUE
"2211",3260,"spkr1324","spkr1188",142,"statement","backchannel",FALSE,FALSE,TRUE,"F","M",-0.256932493704602,-5.15102580760844,FALSE,FALSE
"2212",3260,"spkr1188","spkr1324",986,"opinion","backchannel",FALSE,FALSE,TRUE,"M","F",-5.38277474238614,-3.69924787984675,FALSE,FALSE
"2213",3260,"spkr1324","spkr1188",20,"backchannel","backchannel",TRUE,FALSE,TRUE,"F","M",5.43953181623036,-0.955119335971457,FALSE,FALSE
"2214",3260,"spkr1188","spkr1324",5,"statement","statement",FALSE,FALSE,FALSE,"M","F",9.2620947603661,10.3232655956787,FALSE,FALSE
"2215",3260,"spkr1324","spkr1188",-87,"statement","backchannel",FALSE,FALSE,TRUE,"F","M",-1.38469217313407,0.28311080564101,FALSE,FALSE
"2216",3260,"spkr1188","spkr1324",70,"backchannel","uninterp",TRUE,FALSE,FALSE,"M","F",2.77833511386354,-4.7771505890751,FALSE,FALSE
"2217",3260,"spkr1324","spkr1188",193,"uninterp","backchannel",FALSE,FALSE,TRUE,"F","M",11.7411484550348,-7.87539260514274,FALSE,FALSE
"2218",3260,"spkr1188","spkr1324",-300,"backchannel","statement",TRUE,FALSE,FALSE,"M","F",-1.05469838768438,-6.33947034783071,FALSE,FALSE
"2219",3260,"spkr1324","spkr1188",-11,"statement","backchannel",FALSE,FALSE,TRUE,"F","M",10.0004720832467,-7.98852096780723,FALSE,FALSE
"2220",3260,"spkr1188","spkr1324",545,"backchannel","statement",TRUE,FALSE,FALSE,"M","F",9.17623632118517,8.49669665300593,FALSE,FALSE
"2221",3260,"spkr1324","spkr1188",-97,"statement","backchannel",FALSE,FALSE,TRUE,"F","M",6.16817264554397,-0.203547305375122,FALSE,FALSE
"2222",3260,"spkr1188","spkr1324",802,"backchannel","statement",TRUE,FALSE,FALSE,"M","F",-3.05204914411881,9.44588567710825,FALSE,FALSE
"2223",3266,"spkr1414","spkr1373",638,"statement","yn_q",FALSE,FALSE,FALSE,"F","F",-0.0871391061109215,8.1569659489545,FALSE,FALSE
"2224",3266,"spkr1373","spkr1414",90,"yn_q","ans_dispref",FALSE,TRUE,TRUE,"F","F",0.743095638543645,8.77781080713309,FALSE,FALSE
"2225",3266,"spkr1414","spkr1373",197,"ans_dispref","backchannel",TRUE,FALSE,TRUE,"F","F",-0.637229837683966,6.38055647811236,FALSE,TRUE
"2226",3266,"spkr1373","spkr1414",26,"statement","opinion",FALSE,FALSE,FALSE,"F","F",-8.42357115774661,-2.29076183848791,FALSE,FALSE
"2227",3266,"spkr1414","spkr1373",304,"opinion","agree",FALSE,FALSE,TRUE,"F","F",8.58695195074416,-8.58211511561765,FALSE,FALSE
"2228",3266,"spkr1373","spkr1414",167,"statement","statement",FALSE,FALSE,FALSE,"F","F",-8.62720999216779,4.58620643566173,FALSE,TRUE
"2229",3266,"spkr1414","spkr1373",469,"statement","yn_q",FALSE,FALSE,FALSE,"F","F",-8.19664739215005,-6.09083206773396,TRUE,FALSE
"2230",3266,"spkr1373","spkr1414",-179,"or","no",FALSE,TRUE,TRUE,"F","F",-2.51533157572742,8.58553726769342,FALSE,FALSE
"2231",3266,"spkr1414","spkr1373",459,"statement","apprec",FALSE,FALSE,TRUE,"F","F",-2.81657668684319,-2.84019184709981,FALSE,FALSE
"2232",3266,"spkr1373","spkr1414",-298,"apprec","statement",TRUE,FALSE,FALSE,"F","F",8.31118958125368,-3.12654605115343,FALSE,FALSE
"2233",3266,"spkr1414","spkr1373",153,"statement","apprec",FALSE,FALSE,TRUE,"F","F",-6.96046733967815,-5.71285007591539,FALSE,FALSE
"2234",3266,"spkr1373","spkr1414",387,"apprec","statement",TRUE,FALSE,FALSE,"F","F",0.282924500525063,-1.69815887930618,FALSE,FALSE
"2235",3266,"spkr1414","spkr1373",1685,"statement","opinion",FALSE,FALSE,FALSE,"F","F",0.248433479566118,8.33472015537896,FALSE,FALSE
"2236",3266,"spkr1373","spkr1414",-441,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-2.87174297294937,5.14316418116662,FALSE,FALSE
"2237",3266,"spkr1414","spkr1373",605,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",8.24225445186469,1.28686816711784,FALSE,FALSE
"2238",3266,"spkr1373","spkr1414",392,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-3.159470164209,-6.89537076753253,FALSE,FALSE
"2239",3266,"spkr1414","spkr1373",105,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",-0.383950607000534,-2.35386231117189,FALSE,FALSE
"2240",3266,"spkr1373","spkr1414",129,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-5.8587172314921,6.03681419377533,FALSE,FALSE
"2241",3266,"spkr1414","spkr1373",-129,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",9.67107968272028,-3.08747739007474,FALSE,FALSE
"2242",3266,"spkr1373","spkr1414",308,"statement","apprec",FALSE,FALSE,TRUE,"F","F",-3.22191441839338,8.63236126707932,FALSE,FALSE
"2243",3266,"spkr1414","spkr1373",226,"apprec","agree",TRUE,FALSE,TRUE,"F","F",-3.97760633626888,-0.944903216767631,FALSE,FALSE
"2244",3266,"spkr1373","spkr1414",-9,"statement","statement",FALSE,FALSE,FALSE,"F","F",0.0976937045570991,-8.65390308159325,FALSE,FALSE
"2245",3266,"spkr1414","spkr1373",211,"rhet_q","agree",FALSE,FALSE,TRUE,"F","F",2.02705504414704,9.10058792272746,FALSE,FALSE
"2246",3266,"spkr1373","spkr1414",-99,"abandon","opinion",FALSE,FALSE,FALSE,"F","F",-0.378608302565519,9.14287437400432,FALSE,FALSE
"2247",3266,"spkr1414","spkr1373",276,"opinion","statement",FALSE,FALSE,FALSE,"F","F",6.82741794450791,6.61265747549614,FALSE,FALSE
"2248",3266,"spkr1373","spkr1414",260,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-5.48337291532526,5.8846785858981,FALSE,FALSE
"2249",3266,"spkr1414","spkr1373",-188,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",-2.35893747911233,9.70600903158946,FALSE,FALSE
"2250",3266,"spkr1373","spkr1414",310,"statement","abandon",FALSE,FALSE,FALSE,"F","F",-5.53248079618133,-2.94618529861971,FALSE,FALSE
"2251",3266,"spkr1414","spkr1373",247,"statement","reject",FALSE,FALSE,TRUE,"F","F",9.40696321978399,8.62417673788072,FALSE,TRUE
"2252",3266,"spkr1373","spkr1414",50,"reject","sum",TRUE,FALSE,FALSE,"F","F",0.238866257509606,8.93958356761697,TRUE,FALSE
"2253",3266,"spkr1414","spkr1373",-320,"sum","agree",FALSE,TRUE,TRUE,"F","F",-0.481782890210414,3.01231314172754,FALSE,FALSE
"2254",3266,"spkr1373","spkr1414",540,"backchannel","abandon",TRUE,FALSE,FALSE,"F","F",-2.07732026720633,-7.84756118262924,FALSE,FALSE
"2255",3266,"spkr1414","spkr1373",365,"apprec","backchannel",TRUE,FALSE,TRUE,"F","F",7.97811778431021,-2.69445191931532,FALSE,TRUE
"2256",3266,"spkr1373","spkr1414",10,"statement","yn_q",FALSE,FALSE,FALSE,"F","F",2.88721101495816,-4.8640939014757,TRUE,FALSE
"2257",3266,"spkr1414","spkr1373",436,"or","statement",FALSE,TRUE,FALSE,"F","F",0.165489760341315,-0.563381032144012,FALSE,FALSE
"2258",3266,"spkr1373","spkr1414",353,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-3.16059588646639,-0.541887619210611,FALSE,FALSE
"2259",3266,"spkr1414","spkr1373",1016,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",-5.80695546293093,6.48650366794716,FALSE,FALSE
"2260",3266,"spkr1373","spkr1414",305,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",5.16704764198909,-8.4840640431,FALSE,FALSE
"2261",3266,"spkr1414","spkr1373",-162,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",-6.26469160017651,4.30112258932152,FALSE,FALSE
"2262",3266,"spkr1373","spkr1414",-69,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",8.02924655250192,-4.2525260421702,FALSE,FALSE
"2263",3266,"spkr1414","spkr1373",232,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",6.02038388221773,4.56611731739378,FALSE,FALSE
"2264",3266,"spkr1373","spkr1414",434,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-6.32562550997698,4.03166638564134,FALSE,FALSE
"2265",3266,"spkr1414","spkr1373",334,"wh_q","statement",FALSE,TRUE,FALSE,"F","F",-6.37641914698531,11.046916973927,FALSE,FALSE
"2266",3266,"spkr1373","spkr1414",107,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-2.66165807735083,-6.46283397148623,FALSE,FALSE
"2267",3266,"spkr1414","spkr1373",240,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",-1.39401946380063,-7.67796963708449,FALSE,FALSE
"2268",3266,"spkr1373","spkr1414",509,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-3.26735990377117,-4.06007240302068,FALSE,FALSE
"2269",3266,"spkr1414","spkr1373",1910,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",0.662121341944214,5.24246046373609,FALSE,TRUE
"2270",3266,"spkr1373","spkr1414",-304,"statement","sum",FALSE,FALSE,FALSE,"F","F",7.36123700214539,-2.44519474225789,TRUE,FALSE
"2271",3266,"spkr1414","spkr1373",-200,"sum","agree",FALSE,TRUE,TRUE,"F","F",-3.19617211128324,0.245607601325916,FALSE,FALSE
"2272",3266,"spkr1373","spkr1414",407,"agree","opinion",TRUE,FALSE,FALSE,"F","F",-2.59965860393275,-1.61849349442607,FALSE,FALSE
"2273",3266,"spkr1414","spkr1373",33,"opinion","statement",FALSE,FALSE,FALSE,"F","F",7.10828590035701,-6.50866862097595,FALSE,TRUE
"2274",3266,"spkr1373","spkr1414",199,"statement","opinion",FALSE,FALSE,FALSE,"F","F",4.00480124456968,-4.34327838286027,TRUE,FALSE
"2275",3266,"spkr1414","spkr1373",21,"opinion","agree",FALSE,FALSE,TRUE,"F","F",6.35045616146908,3.48522947287698,FALSE,FALSE
"2276",3266,"spkr1373","spkr1414",-6,"statement","opinion",FALSE,FALSE,FALSE,"F","F",6.56239121804525,-6.116845253382,FALSE,FALSE
"2277",3266,"spkr1414","spkr1373",-102,"abandon","agree",FALSE,FALSE,TRUE,"F","F",-2.74611500975875,-6.98026505016107,FALSE,FALSE
"2278",3266,"spkr1373","spkr1414",251,"abandon","backchannel",FALSE,FALSE,TRUE,"F","F",-8.75501513198335,5.31520567708318,FALSE,FALSE
"2279",3266,"spkr1414","spkr1373",163,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",-5.28422735757526,7.98470496491997,FALSE,FALSE
"2280",3266,"spkr1373","spkr1414",880,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-1.72965479257048,-2.83953707851122,FALSE,FALSE
"2281",3266,"spkr1414","spkr1373",1223,"yn_q","repeat",FALSE,TRUE,FALSE,"F","F",-1.97069192519245,8.28858083861669,FALSE,FALSE
"2282",3266,"spkr1373","spkr1414",146,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",0.410608354050422,4.63564920099874,FALSE,FALSE
"2283",3266,"spkr1414","spkr1373",-78,"backchannel","abandon",TRUE,FALSE,FALSE,"F","F",-6.97729953238319,8.56993989759075,FALSE,FALSE
"2284",3266,"spkr1373","spkr1414",275,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",7.68731604581126,0.758955934130324,FALSE,FALSE
"2285",3266,"spkr1414","spkr1373",-110,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",-5.38262590854548,4.32431629024497,FALSE,FALSE
"2286",3266,"spkr1373","spkr1414",409,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",1.26651890672794,3.26007046271797,FALSE,FALSE
"2287",3266,"spkr1414","spkr1373",-305,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",2.06762847956952,6.25902127916125,FALSE,FALSE
"2288",3266,"spkr1373","spkr1414",-857,"statement","sum",FALSE,FALSE,FALSE,"F","F",4.74713412555066,-4.97724915461276,FALSE,FALSE
"2289",3266,"spkr1414","spkr1373",114,"sum","agree",FALSE,TRUE,TRUE,"F","F",2.36588165557351,-4.80023126925182,FALSE,FALSE
"2290",3266,"spkr1373","spkr1414",255,"agree","statement",TRUE,FALSE,FALSE,"F","F",-6.35982897008609,8.23506908960564,FALSE,FALSE
"2291",3266,"spkr1414","spkr1373",267,"quote","backchannel",FALSE,FALSE,TRUE,"F","F",4.18769465763046,-6.42487301381062,FALSE,FALSE
"2292",3266,"spkr1373","spkr1414",-85,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",-5.13060120289903,-3.00837248900529,FALSE,FALSE
"2293",3266,"spkr1414","spkr1373",165,"statement","apprec",FALSE,FALSE,TRUE,"F","F",0.435301034137644,-1.20175136160924,FALSE,FALSE
"2294",3266,"spkr1373","spkr1414",446,"apprec","opinion",TRUE,FALSE,FALSE,"F","F",6.96437347306982,1.29051243759302,FALSE,FALSE
"2295",3266,"spkr1414","spkr1373",294,"quote","repeat_q",FALSE,FALSE,FALSE,"F","F",-7.36094241049237,-6.51160330732348,FALSE,FALSE
"2296",3266,"spkr1373","spkr1414",810,"repeat_q","statement",FALSE,TRUE,FALSE,"F","F",8.10533683526335,-6.22160106538122,FALSE,FALSE
"2297",3266,"spkr1414","spkr1373",1207,"statement","apprec",FALSE,FALSE,TRUE,"F","F",8.48817391214634,2.06169553201131,FALSE,FALSE
"2298",3266,"spkr1373","spkr1414",-136,"apprec","statement",TRUE,FALSE,FALSE,"F","F",8.07758864581071,-8.4578479098272,FALSE,FALSE
"2299",3266,"spkr1414","spkr1373",-101,"statement","apprec",FALSE,FALSE,TRUE,"F","F",-0.31161333798947,7.68500833468696,FALSE,FALSE
"2300",3266,"spkr1373","spkr1414",-93,"apprec","statement",TRUE,FALSE,FALSE,"F","F",5.00515185924431,1.1960812020788,FALSE,FALSE
"2301",3266,"spkr1414","spkr1373",280,"statement","apprec",FALSE,FALSE,TRUE,"F","F",0.329360362675234,-2.20214562221022,FALSE,FALSE
"2302",3266,"spkr1373","spkr1414",2580,"apprec","rhet_q",TRUE,FALSE,FALSE,"F","F",-8.30806955425592,-2.95498484614455,FALSE,FALSE
"2303",3266,"spkr1414","spkr1373",350,"rhet_q","apprec",FALSE,FALSE,TRUE,"F","F",-8.26691806185209,4.47570259545331,FALSE,FALSE
"2304",3266,"spkr1373","spkr1414",448,"apprec","statement",TRUE,FALSE,FALSE,"F","F",4.05404538710003,3.14191549678498,FALSE,FALSE
"2305",3268,"spkr1351","spkr1377",-283,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-5.84347512991838,1.86706521569632,FALSE,FALSE
"2306",3268,"spkr1377","spkr1351",648,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",-4.06944067661769,0.713086611349698,FALSE,FALSE
"2307",3268,"spkr1351","spkr1377",1086,"statement","statement",FALSE,FALSE,FALSE,"F","F",1.82982108438444,6.290360654741,FALSE,TRUE
"2308",3268,"spkr1377","spkr1351",94,"statement","repeat",FALSE,FALSE,FALSE,"F","F",-6.25607249043935,-4.1565589732654,TRUE,TRUE
"2309",3268,"spkr1351","spkr1377",-186,"repeat","backchannel",FALSE,FALSE,TRUE,"F","F",-5.11553488999377,-6.65983344270574,TRUE,FALSE
"2310",3268,"spkr1377","spkr1351",220,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",7.22865658665462,4.37720582682238,FALSE,FALSE
"2311",3268,"spkr1351","spkr1377",-147,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",-5.17321425628318,-5.87565760140625,FALSE,FALSE
"2312",3268,"spkr1377","spkr1351",-153,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-7.48825057422129,-5.68152342037458,FALSE,FALSE
"2313",3268,"spkr1351","spkr1377",-121,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",-0.203476259942836,6.89645401233872,FALSE,FALSE
"2314",3268,"spkr1377","spkr1351",25,"opinion","backchannel",FALSE,FALSE,TRUE,"F","F",8.82311504365941,-6.70548879912558,FALSE,FALSE
"2315",3268,"spkr1351","spkr1377",83,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",-5.51201964168312,5.62842393500011,FALSE,TRUE
"2316",3268,"spkr1377","spkr1351",-155,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",8.54757812080186,3.95281646192835,TRUE,FALSE
"2317",3268,"spkr1351","spkr1377",3651,"backchannel","abandon",TRUE,FALSE,FALSE,"F","F",11.8201632031874,5.70986511779483,FALSE,FALSE
"2318",3268,"spkr1377","spkr1351",-239,"abandon","opinion",FALSE,FALSE,FALSE,"F","F",-1.11134208145086,3.270551617928,FALSE,FALSE
"2319",3268,"spkr1351","spkr1377",740,"statement","statement",FALSE,FALSE,FALSE,"F","F",2.77163153022543,9.95055331888612,FALSE,FALSE
"2320",3268,"spkr1377","spkr1351",-131,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",5.34418515128153,-6.27301857181532,FALSE,FALSE
"2321",3268,"spkr1351","spkr1377",244,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",10.2279338303144,3.64109356079271,FALSE,TRUE
"2322",3268,"spkr1377","spkr1351",-421,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",5.28653038322946,-3.90485537581254,TRUE,FALSE
"2323",3268,"spkr1351","spkr1377",-17,"apprec","backchannel",TRUE,FALSE,TRUE,"F","F",2.6303105580796,10.6077764418873,FALSE,FALSE
"2324",3268,"spkr1377","spkr1351",64,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-5.61405371518492,7.81919076660308,FALSE,FALSE
"2325",3268,"spkr1351","spkr1377",49,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",2.21467172814193,10.0082874261988,FALSE,FALSE
"2326",3268,"spkr1377","spkr1351",-706,"statement","apprec",FALSE,FALSE,TRUE,"F","F",-6.65907435480224,7.33194929936974,FALSE,FALSE
"2327",3268,"spkr1351","spkr1377",14,"apprec","statement",TRUE,FALSE,FALSE,"F","F",6.42185338230876,-5.70217247284303,FALSE,TRUE
"2328",3268,"spkr1377","spkr1351",-294,"statement","statement",FALSE,FALSE,FALSE,"F","F",10.8739137493511,0.926149545838478,TRUE,FALSE
"2329",3268,"spkr1351","spkr1377",519,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",5.90416015837842,-2.99889916409467,FALSE,FALSE
"2330",3268,"spkr1377","spkr1351",51,"statement","statement",FALSE,FALSE,FALSE,"F","F",-8.01517246738499,5.96721419188436,FALSE,FALSE
"2331",3268,"spkr1351","spkr1377",1136,"abandon","statement",FALSE,FALSE,FALSE,"F","F",3.79380208960977,-0.732930093736176,FALSE,TRUE
"2332",3268,"spkr1377","spkr1351",-20,"opinion","agree",FALSE,FALSE,TRUE,"F","F",-2.49005600876433,-0.744959192997521,TRUE,FALSE
"2333",3268,"spkr1351","spkr1377",-310,"agree","abandon",TRUE,FALSE,FALSE,"F","F",-5.50551781216145,9.31025841576288,FALSE,FALSE
"2334",3268,"spkr1377","spkr1351",-31,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",8.62739884002159,3.66780122669295,FALSE,FALSE
"2335",3268,"spkr1351","spkr1377",211,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",7.44748433513448,9.89919657533686,FALSE,FALSE
"2336",3268,"spkr1377","spkr1351",-635,"statement","opinion",FALSE,FALSE,FALSE,"F","F",-2.35173563758214,0.430271058818267,FALSE,TRUE
"2337",3268,"spkr1351","spkr1377",-666,"opinion","agree",FALSE,FALSE,TRUE,"F","F",10.3540806905459,-1.81417621707302,TRUE,TRUE
"2338",3268,"spkr1377","spkr1351",126,"opinion","backchannel",FALSE,FALSE,TRUE,"F","F",2.90312856400628,0.901577565715297,TRUE,FALSE
"2339",3268,"spkr1351","spkr1377",-189,"backchannel","opinion",TRUE,FALSE,FALSE,"F","F",12.1172547385922,10.2591496949959,FALSE,FALSE
"2340",3268,"spkr1377","spkr1351",282,"opinion","backchannel",FALSE,FALSE,TRUE,"F","F",10.2512932952437,-0.424041141977455,FALSE,FALSE
"2341",3268,"spkr1351","spkr1377",-66,"backchannel","opinion",TRUE,FALSE,FALSE,"F","F",8.90714978404537,8.1050350501417,FALSE,TRUE
"2342",3268,"spkr1377","spkr1351",-313,"opinion","backchannel",FALSE,FALSE,TRUE,"F","F",-6.72034221391838,10.2380203156052,TRUE,FALSE
"2343",3268,"spkr1351","spkr1377",257,"backchannel","opinion",TRUE,FALSE,FALSE,"F","F",5.16501705891175,-8.61084257634161,FALSE,TRUE
"2344",3268,"spkr1377","spkr1351",26,"opinion","abandon",FALSE,FALSE,FALSE,"F","F",2.27595094029491,-2.95398929473034,TRUE,FALSE
"2345",3268,"spkr1351","spkr1377",190,"opinion","backchannel",FALSE,FALSE,TRUE,"F","F",9.13225410189459,-5.66389030062363,FALSE,FALSE
"2346",3268,"spkr1377","spkr1351",466,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",10.832956761748,6.39707927472326,FALSE,FALSE
"2347",3268,"spkr1351","spkr1377",358,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",4.8062649543527,2.31810587623948,FALSE,FALSE
"2348",3268,"spkr1377","spkr1351",152,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",8.09534276618759,-5.81936587362952,FALSE,FALSE
"2349",3268,"spkr1351","spkr1377",288,"backchannel","hedge",TRUE,FALSE,TRUE,"F","F",2.11076106161409,-3.18571925230032,FALSE,TRUE
"2350",3268,"spkr1377","spkr1351",1803,"statement","agree",FALSE,FALSE,TRUE,"F","F",-7.23467412471479,-3.50020120230956,TRUE,FALSE
"2351",3268,"spkr1351","spkr1377",322,"abandon","agree",FALSE,FALSE,TRUE,"F","F",3.26114723690819,3.7089600276259,TRUE,FALSE
"2352",3268,"spkr1377","spkr1351",334,"opinion","backchannel",FALSE,FALSE,TRUE,"F","F",0.229258248820652,4.90985486879163,TRUE,TRUE
"2353",3268,"spkr1351","spkr1377",6499,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",8.12037167827748,-3.17248072107025,TRUE,FALSE
"2354",3269,"spkr1361","spkr1393",209,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-0.205544357877147,-4.12833259043745,TRUE,FALSE
"2355",3269,"spkr1393","spkr1361",347,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",-4.48662837104402,-0.942763481266406,FALSE,FALSE
"2356",3269,"spkr1361","spkr1393",716,"opinion","statement",FALSE,FALSE,FALSE,"F","F",9.45054060404909,2.96113559654112,FALSE,FALSE
"2357",3269,"spkr1393","spkr1361",232,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-1.87917047095736,14.6256620619352,FALSE,FALSE
"2358",3269,"spkr1361","spkr1393",-236,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",0.184814948206721,2.08658101242756,FALSE,FALSE
"2359",3269,"spkr1393","spkr1361",2863,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-5.37045087925369,-2.25711131512809,FALSE,FALSE
"2360",3269,"spkr1361","spkr1393",403,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",-5.86148291404981,9.21086344818228,FALSE,FALSE
"2361",3269,"spkr1393","spkr1361",259,"opinion","yn_q",FALSE,FALSE,FALSE,"F","F",0.582182900482947,9.35953524926483,FALSE,FALSE
"2362",3269,"spkr1361","spkr1393",125,"yn_q","neg",FALSE,TRUE,TRUE,"F","F",-1.40947261328072,-4.04908998275039,FALSE,FALSE
"2363",3269,"spkr1393","spkr1361",62,"neg","acknowledge",TRUE,FALSE,TRUE,"F","F",10.933684149181,11.7909709672429,FALSE,FALSE
"2364",3269,"spkr1361","spkr1393",-160,"acknowledge","statement",TRUE,FALSE,FALSE,"F","F",-5.17562572555762,3.93843785240635,FALSE,FALSE
"2365",3269,"spkr1393","spkr1361",154,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",2.70357899680122,-5.24402993713928,FALSE,FALSE
"2366",3269,"spkr1361","spkr1393",296,"opinion","agree",FALSE,FALSE,TRUE,"F","F",0.410343823195865,-0.426826932682791,FALSE,FALSE
"2367",3269,"spkr1393","spkr1361",359,"statement","apprec",FALSE,FALSE,TRUE,"F","F",8.00386017099717,-0.808711572522784,FALSE,FALSE
"2368",3269,"spkr1361","spkr1393",-635,"apprec","statement",TRUE,FALSE,FALSE,"F","F",9.6590047711781,7.26528544482939,FALSE,FALSE
"2369",3269,"spkr1393","spkr1361",618,"statement","yn_decl_q",FALSE,FALSE,FALSE,"F","F",7.27928623129777,-7.10942305394071,FALSE,FALSE
"2370",3269,"spkr1361","spkr1393",-139,"yn_decl_q","affirm",FALSE,TRUE,TRUE,"F","F",10.4717409074996,-8.14470490501773,FALSE,FALSE
"2371",3269,"spkr1393","spkr1361",544,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-1.57476405208509,-5.42739936613073,FALSE,FALSE
"2372",3269,"spkr1361","spkr1393",69,"backchannel","abandon",TRUE,FALSE,FALSE,"F","F",7.01937651730547,-8.19214135716722,FALSE,FALSE
"2373",3269,"spkr1393","spkr1361",444,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-5.46482492080942,5.15271656680929,FALSE,FALSE
"2374",3269,"spkr1361","spkr1393",163,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-7.24554925268831,0.122651091814043,FALSE,FALSE
"2375",3269,"spkr1393","spkr1361",-238,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",-3.20777577158063,-5.52156074394304,FALSE,FALSE
"2376",3269,"spkr1361","spkr1393",-316,"abandon","opinion",FALSE,FALSE,FALSE,"F","F",1.72179476546249,-6.24127893744727,FALSE,FALSE
"2377",3269,"spkr1393","spkr1361",237,"opinion","agree",FALSE,FALSE,TRUE,"F","F",-5.11458163185736,-5.61838460850637,FALSE,FALSE
"2378",3269,"spkr1361","spkr1393",-84,"agree","abandon",TRUE,FALSE,FALSE,"F","F",0.237250847303161,8.65872712610105,FALSE,FALSE
"2379",3269,"spkr1393","spkr1361",20,"opinion","agree",FALSE,FALSE,TRUE,"F","F",-7.11993236290476,-5.30811735042263,FALSE,FALSE
"2380",3269,"spkr1361","spkr1393",21,"agree","opinion",TRUE,FALSE,FALSE,"F","F",-5.01352811973465,2.00154296696925,FALSE,FALSE
"2381",3269,"spkr1393","spkr1361",167,"opinion","backchannel",FALSE,FALSE,TRUE,"F","F",0.383031373999951,-4.16540889418199,FALSE,FALSE
"2382",3269,"spkr1361","spkr1393",17,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",-4.35924802789911,-3.97592186450289,FALSE,TRUE
"2383",3269,"spkr1393","spkr1361",516,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-6.09259535081015,-0.0990051705062243,TRUE,FALSE
"2384",3269,"spkr1361","spkr1393",-499,"abandon","opinion",FALSE,FALSE,FALSE,"F","F",-2.10147564239973,10.2947358033968,FALSE,FALSE
